list_number,is_target,test_position,type_general,type_specific,meanx
5,false,15,Fn,Fn+1,0.07142857142857142
5,true,21,Tn,Tn+1,0.9
5,false,26,F,F,0.02
7,false,3,F,F,0.0
7,false,14,Fn,Fn+1,0.05660377358490566
8,false,6,SOn,SOn,0.6170212765957447
8,false,7,Fn,Fn,0.7441860465116279
8,false,28,Fn,Fn,0.7333333333333333
9,false,11,Tn,Tn,0.9777777777777777
10,false,22,F,F,0.020833333333333332
3,false,21,Fn,Fn+1,0.0196078431372549
3,false,26,SOn,SOn,0.8490566037735849
3,false,29,Tn,Tn,0.9642857142857143
4,false,19,Fn,Fn+1,0.02564102564102564
6,false,14,Tn,Tn,0.9791666666666666
9,true,30,Tn,Tn+1,0.92
10,false,19,Fn,Fn,0.68
10,true,22,Tn,Tn+1,0.8936170212765957
2,false,3,SOn,SOn,0.8867924528301887
4,false,4,Fn,Fn,0.7
4,false,7,Fn,Fn+1,0.10638297872340426
8,false,5,Fn,Fn+1,0.038461538461538464
8,false,16,Tn,Tn,0.94
10,false,21,F,F,0.061224489795918366
2,false,6,F,F,0.0
4,false,1,F,F,0.020833333333333332
6,false,28,SOn,SOn,0.7142857142857143
7,false,29,Fn,Fn,0.7678571428571429
8,false,7,F,F,0.019230769230769232
9,false,12,Fn,Fn,0.6379310344827587
9,false,24,SOn,SOn,0.717391304347826
2,true,30,Tn,Tn+1,0.9375
3,false,23,Tn,Tn,0.9795918367346939
6,false,4,SOn,SOn,0.7674418604651163
7,false,2,Tn,Tn,0.868421052631579
7,false,18,F,F,0.02
8,false,15,Tn,Tn,0.95
9,false,24,Tn,Tn,0.9615384615384616
10,false,10,SOn,SOn,0.6274509803921569
3,false,1,SOn,SOn,0.7586206896551724
3,false,8,Fn,Fn+1,0.023255813953488372
3,false,23,F,F,0.08928571428571429
5,false,14,Fn,Fn+1,0.044444444444444446
5,false,30,F,F,0.05555555555555555
6,false,8,Fn,Fn,0.75
6,false,27,Fn,Fn+1,0.0392156862745098
7,false,30,Tn,Tn,1.0
9,false,19,F,F,0.02
9,false,21,Fn,Fn+1,0.03508771929824561
9,true,23,Tn,Tn+1,0.9056603773584906
10,false,14,Fn,Fn,0.8367346938775511
7,false,28,Fn,Fn+1,0.08
5,false,21,F,F,0.018867924528301886
7,false,29,F,F,0.13114754098360656
9,false,9,F,F,0.02127659574468085
1,false,22,Fn,Fn+1,0.044444444444444446
3,false,20,Fn,Fn+1,0.05555555555555555
4,false,16,F,F,0.05660377358490566
7,false,26,SOn,SOn,0.75
8,false,4,Fn,Fn+1,0.0
9,false,26,Tn,Tn,0.9444444444444444
10,true,9,Tn,Tn+1,0.9375
10,false,21,Tn,Tn,0.9444444444444444
3,false,10,F,F,0.041666666666666664
3,false,14,F,F,0.046511627906976744
4,false,11,Tn,Tn,0.9302325581395349
6,false,16,F,F,0.075
7,true,1,Tn,Tn+1,0.8846153846153846
7,true,12,Tn,Tn+1,0.868421052631579
8,true,30,Tn,Tn+1,0.875
9,false,8,F,F,0.0784313725490196
2,false,7,SOn,SOn,0.82
10,false,12,F,F,0.0
10,true,18,Tn,Tn+1,0.8666666666666667
2,false,22,Fn,Fn+1,0.06818181818181818
6,true,5,Tn,Tn+1,0.925
7,false,12,Fn,Fn,0.6
8,true,13,Tn,Tn+1,0.8222222222222222
9,false,19,Tn,Tn,0.9795918367346939
9,false,20,Tn,Tn,1.0
4,false,27,SOn,SOn,0.875
7,false,27,SOn,SOn,0.7948717948717948
8,true,3,Tn,Tn+1,0.86
1,false,25,Fn,Fn+1,0.05128205128205128
8,true,12,Tn,Tn+1,0.9210526315789473
4,false,24,Fn,Fn,0.8333333333333334
6,false,17,SOn,SOn,0.7843137254901961
7,false,10,Tn,Tn,0.9137931034482759
10,false,19,F,F,0.07692307692307693
3,false,11,F,F,0.05555555555555555
3,false,28,Fn,Fn+1,0.06818181818181818
5,false,8,SOn,SOn,0.8823529411764706
7,true,21,Tn,Tn+1,0.8333333333333334
4,true,7,Tn,Tn+1,0.9166666666666666
6,false,13,Fn,Fn+1,0.10416666666666667
9,false,30,Fn,Fn+1,0.06976744186046512
3,false,6,Tn,Tn,0.9545454545454546
9,true,27,Tn,Tn+1,0.8958333333333334
1,true,29,Tn,Tn+1,0.975609756097561
5,true,2,Tn,Tn+1,0.8695652173913043
9,false,29,Fn,Fn+1,0.08163265306122448
10,false,8,Tn,Tn,0.9555555555555556
5,false,11,F,F,0.019230769230769232
6,false,3,SOn,SOn,0.6739130434782609
9,false,3,Fn,Fn,0.6551724137931034
9,false,13,Fn,Fn+1,0.06521739130434782
3,false,8,Tn,Tn,1.0
8,false,24,SOn,SOn,0.7111111111111111
1,false,16,Fn,Fn+1,0.04081632653061224
3,false,5,Fn,Fn,0.7027027027027027
2,false,28,SOn,SOn,0.8947368421052632
10,false,27,Fn,Fn,0.631578947368421
7,false,25,F,F,0.07894736842105263
10,false,17,Fn,Fn,0.6666666666666666
7,false,24,Fn,Fn+1,0.06
2,false,19,Tn,Tn,0.9791666666666666
4,false,15,Tn,Tn,0.9454545454545454
10,false,17,SOn,SOn,0.7818181818181819
7,true,26,Tn,Tn+1,0.9473684210526315
9,false,15,Tn,Tn,0.9318181818181818
6,true,30,Tn,Tn+1,0.875
3,false,9,F,F,0.02040816326530612
